==Test: Fixture
==SubTest: Sequence_Unlock
==SubSubTest: Lume_UNLOCK
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:19:59.197404   PASS
==Test: Fixture
==SubTest: Channel
==SubSubTest: ID
			lower:1; upper:4; value:4
2020-04-21 10:20:04.208606   PASS
==Test: Fixture
==SubTest: Vendor_ID
==SubSubTest: Check
			lower:1; upper:2; value:1
2020-04-21 10:20:04.210986   PASS
==Test: Fixture
==SubTest: Fixture_FW
==SubSubTest: Check_ACE_FW_Mac
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:04.302962   PASS
==Test: Fixture
==SubTest: Fixture_FW
==SubSubTest: Check_ACE_FW_Xavier
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:16.482244   PASS
==Test: Fixture
==SubTest: Initialization
==SubSubTest: Reset
2020-04-21 10:20:16.484024          2020/04/21 10:20:16.483 :  [sendcmd]:[a5e57d6ec5bd]dac set(d,0)
2020-04-21 10:20:18.343238          2020/04/21 10:20:18.342 :  [sendcmd]:[78ec331ddac8]io set(1,bit100=0)

2020-04-21 10:20:18.355099          2020/04/21 10:20:18.354 :  [78ec331ddac8]ACK(DONE;46460,623,46460,633,10)


2020-04-21 10:20:18.379582          2020/04/21 10:20:18.379 :  [sendcmd]:[49b1835f8f91]oab3 io set(TX_EN,1)

2020-04-21 10:20:18.421219          2020/04/21 10:20:18.421 :  [49b1835f8f91]ACK(DONE;46460,660,46460,700,40)


2020-04-21 10:20:18.427645          2020/04/21 10:20:18.426 :  [sendcmd]:[8a41d6d559f7]oab3 io set(PULL_UP,0)

2020-04-21 10:20:18.469173          2020/04/21 10:20:18.468 :  [8a41d6d559f7]ACK(DONE;46460,707,46460,747,40)


2020-04-21 10:20:18.479299          2020/04/21 10:20:18.475 :  [sendcmd]:[ae05ce71d4a4]oab3 io set(PULL_DOWN,0)

2020-04-21 10:20:18.522033          2020/04/21 10:20:18.520 :  [ae05ce71d4a4]ACK(DONE;46460,756,46460,799,43)


2020-04-21 10:20:18.526584          2020/04/21 10:20:18.526 :  [sendcmd]:[236d033ddd1c]change low hearder(region0)

2020-04-21 10:20:19.241492          2020/04/21 10:20:19.241 :  [236d033ddd1c]ACK(DONE;46460,807,46461,519,712)


2020-04-21 10:20:19.244222          2020/04/21 10:20:19.243 :  [sendcmd]:[a00486c152db]io set(1,bit390=0)

2020-04-21 10:20:19.266827          2020/04/21 10:20:19.266 :  [a00486c152db]ACK(DONE;46461,524,46461,545,21)


2020-04-21 10:20:19.270913          2020/04/21 10:20:19.270 :  [sendcmd]:[18b08f8095da]uart pin contrl(UUT,disable)

2020-04-21 10:20:19.276599          2020/04/21 10:20:19.276 :  [18b08f8095da]ACK(DONE;46461,551,46461,555,4)


2020-04-21 10:20:19.285173          2020/04/21 10:20:19.284 :  [sendcmd]:[e61943267ca5]uart pin contrl(SBELLATRIX,disable)

2020-04-21 10:20:19.290340          2020/04/21 10:20:19.290 :  [e61943267ca5]ACK(DONE;46461,565,46461,569,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:19.301101   PASS
==Test: Fixture
==SubTest: Firmware_Check
==SubSubTest: Xavier
2020-04-21 10:20:19.303045          2020/04/21 10:20:19.302 :  [sendcmd]:[ea1d5dfb0fb1]version(0)

2020-04-21 10:20:19.305445          2020/04/21 10:20:19.305 :  [ea1d5dfb0fb1]ACK($
MCU Software name:ARM Board D3-J307_FCT$
,MCU Software version:5.01.07$
,Hardware name:ARM Board D3$
,Hardware version:D3.0$
,Compile time:2020-04-17 09:10:40$
,FileSystem version:v3.3$
,FPGA version:V00.15$
,Author:SmartGiant$
,FSBL version:v2017.4_1.0$
,Kernel version:4.9.0-xilinx$
,devicetree version:v1.0.6$
,uboot version:2017.4$
;DONE;46461,583,46461,584,1)


			lower:5.01.07; upper:5.01.07; value:5.01.07
2020-04-21 10:20:19.319255   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVBUS_USB_CONN_DISCHARGE_CONNECT
2020-04-21 10:20:19.320935          2020/04/21 10:20:19.320 :  [sendcmd]:[99fae4b2fc27]io set(1,bit99=1)

2020-04-21 10:20:19.331471          2020/04/21 10:20:19.331 :  [99fae4b2fc27]ACK(DONE;46461,601,46461,610,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:19.346905   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPBATT_VCC_DISCHARGE_CONNECT
2020-04-21 10:20:19.348691          2020/04/21 10:20:19.348 :  [sendcmd]:[ee17d1770fb6]io set(1,bit256=1)

2020-04-21 10:20:19.360554          2020/04/21 10:20:19.360 :  [ee17d1770fb6]ACK(DONE;46461,629,46461,638,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:19.364067   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_MAIN_DISCHARGE_CONNECT
2020-04-21 10:20:19.365540          2020/04/21 10:20:19.365 :  [sendcmd]:[641e8ea7d825]io set(1,bit255=1)

2020-04-21 10:20:19.376553          2020/04/21 10:20:19.376 :  [641e8ea7d825]ACK(DONE;46461,646,46461,655,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:19.381211   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_HIGH_DISCHARGE_CONNECT
2020-04-21 10:20:19.382688          2020/04/21 10:20:19.382 :  [sendcmd]:[094a050c5a08]io set(1,bit253=1)

2020-04-21 10:20:19.393648          2020/04/21 10:20:19.392 :  [094a050c5a08]ACK(DONE;46461,663,46461,672,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:19.398782   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: SPK_BST_Discharge
2020-04-21 10:20:19.400463          2020/04/21 10:20:19.400 :  [sendcmd]:[51607ce0951b]io set(1,bit227=1)

2020-04-21 10:20:19.411885          2020/04/21 10:20:19.411 :  [51607ce0951b]ACK(DONE;46461,681,46461,690,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:19.416457   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: DELAY_1000MS_After_Connect_Discharge
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.424886   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVBUS_USB_CONN_DISCHARGE_DISCONNECT
2020-04-21 10:20:20.426380          2020/04/21 10:20:20.426 :  [sendcmd]:[15683c965923]io set(1,bit99=0)

2020-04-21 10:20:20.437822          2020/04/21 10:20:20.437 :  [15683c965923]ACK(DONE;46462,707,46462,717,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.442917   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPBATT_VCC_DISCHARGE_DISCONNECT
2020-04-21 10:20:20.444514          2020/04/21 10:20:20.444 :  [sendcmd]:[a445bd09baa0]io set(1,bit256=0)

2020-04-21 10:20:20.455051          2020/04/21 10:20:20.454 :  [a445bd09baa0]ACK(DONE;46462,724,46462,734,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.459311   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_MAIN_DISCHARGE_DISCONNECT
2020-04-21 10:20:20.460797          2020/04/21 10:20:20.460 :  [sendcmd]:[f7a3a6fc294d]io set(1,bit255=0)

2020-04-21 10:20:20.471829          2020/04/21 10:20:20.471 :  [f7a3a6fc294d]ACK(DONE;46462,741,46462,750,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.477225   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_HIGH_DISCHARGE_DISCONNECT
2020-04-21 10:20:20.479326          2020/04/21 10:20:20.478 :  [sendcmd]:[cdd1da754d17]io set(1,bit253=0)

2020-04-21 10:20:20.490716          2020/04/21 10:20:20.490 :  [cdd1da754d17]ACK(DONE;46462,759,46462,769,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.507554   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: SPK_BST_Discharge_Disable
2020-04-21 10:20:20.511508          2020/04/21 10:20:20.508 :  [sendcmd]:[ca7eef578e3a]io set(1,bit227=0)

2020-04-21 10:20:20.520400          2020/04/21 10:20:20.519 :  [ca7eef578e3a]ACK(DONE;46462,789,46462,799,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.525462   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: UUT_UART_ENABLE
2020-04-21 10:20:20.527426          2020/04/21 10:20:20.526 :  [sendcmd]:[faaa93acaa0e]uart pin contrl(UUT,enable)

2020-04-21 10:20:20.532775          2020/04/21 10:20:20.532 :  [faaa93acaa0e]ACK(DONE;46462,807,46462,811,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.545756   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: Bellatrix_UART_ENABLE
2020-04-21 10:20:20.549141          2020/04/21 10:20:20.548 :  [sendcmd]:[f3c90f306e84]uart pin contrl(SBELLATRIX,enable)

2020-04-21 10:20:20.553979          2020/04/21 10:20:20.553 :  [f3c90f306e84]ACK(DONE;46462,829,46462,833,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.565703   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_POWER_ON
2020-04-21 10:20:20.568624          2020/04/21 10:20:20.568 :  [sendcmd]:[f87cd87a04e7]io set(1,bit388=1)

2020-04-21 10:20:20.591544          2020/04/21 10:20:20.590 :  [f87cd87a04e7]ACK(DONE;46462,849,46462,869,20)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.597118   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: DELAY_10MS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.615162   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: VBATT_SET_4V3
2020-04-21 10:20:20.617905          2020/04/21 10:20:20.617 :  [sendcmd]:[8ef97331d8c2]dac set(a,4297)

2020-04-21 10:20:20.628144          2020/04/21 10:20:20.627 :  [8ef97331d8c2]ACK(DONE;46462,898,46462,906,8)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.645627   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_MODE_TO_SMALL
2020-04-21 10:20:20.648153          2020/04/21 10:20:20.648 :  [sendcmd]:[2b0fd113b010]io set(1,bit387=1)

2020-04-21 10:20:20.676443          2020/04/21 10:20:20.676 :  [2b0fd113b010]ACK(DONE;46462,928,46462,955,27)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:20.691889   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: PPBATT_VCC_FB
2020-04-21 10:20:20.694378          2020/04/21 10:20:20.694 :  [sendcmd]:[f92296d10b7e]io set(5,bit41=1,bit30=1,bit124=0,bit123=0,bit122=0)

2020-04-21 10:20:20.725816          2020/04/21 10:20:20.725 :  [f92296d10b7e]ACK(DONE;46462,975,46463,4,29)


2020-04-21 10:20:20.733274          2020/04/21 10:20:20.733 :  [sendcmd]:[baf0a68259d3]io set(3,bit45=1,bit126=0,bit125=0)

2020-04-21 10:20:20.750951          2020/04/21 10:20:20.750 :  [baf0a68259d3]ACK(DONE;46463,13,46463,29,16)


2020-04-21 10:20:20.763585          2020/04/21 10:20:20.763 :  [sendcmd]:[7a676ec750b8]adc read(-c,nor,G,5V,10000,1,70)

2020-04-21 10:20:20.850761          2020/04/21 10:20:20.849 :  [7a676ec750b8]ACK(4297.7962 mV;DONE;46463,44,46463,128,84)


			lower:4250; upper:4350; value:4299.643
2020-04-21 10:20:20.864339   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_RESET_CURRENT
2020-04-21 10:20:20.867583          2020/04/21 10:20:20.866 :  [sendcmd]:[fe24cea0735b]io set(2,bit41=0,bit387=1)

2020-04-21 10:20:20.903783          2020/04/21 10:20:20.903 :  [fe24cea0735b]ACK(DONE;46463,147,46463,183,36)


2020-04-21 10:20:20.906469          2020/04/21 10:20:20.906 :  [sendcmd]:[548bdb445ac6]io set(3,bit45=0,bit126=0,bit125=1)

2020-04-21 10:20:20.927002          2020/04/21 10:20:20.925 :  [548bdb445ac6]ACK(DONE;46463,187,46463,203,16)


2020-04-21 10:20:20.932828          2020/04/21 10:20:20.932 :  [sendcmd]:[25ef706535c9]io set(3,bit124=1,bit123=0,bit122=0)

2020-04-21 10:20:20.945138          2020/04/21 10:20:20.944 :  [25ef706535c9]ACK(DONE;46463,213,46463,223,10)


2020-04-21 10:20:20.946700          2020/04/21 10:20:20.946 :  [sendcmd]:[51c322541847]adc read(-c,nor,H,5V,10000,1,400)

2020-04-21 10:20:21.367719          2020/04/21 10:20:21.361 :  [51c322541847]ACK(263.3322 mV;DONE;46463,227,46463,641,414)


			lower:-3; upper:10; value:2.633322
2020-04-21 10:20:21.378093   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: DELAY_1000MS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:22.385126   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_RESET_CURRENT_D1sec
2020-04-21 10:20:22.386763          2020/04/21 10:20:22.386 :  [sendcmd]:[bfbc2faa94ea]io set(2,bit41=0,bit387=1)

2020-04-21 10:20:22.415829          2020/04/21 10:20:22.415 :  [bfbc2faa94ea]ACK(DONE;46464,667,46464,695,28)


2020-04-21 10:20:22.424112          2020/04/21 10:20:22.423 :  [sendcmd]:[ca3a7fb9cb41]io set(3,bit45=0,bit126=0,bit125=1)

2020-04-21 10:20:22.441760          2020/04/21 10:20:22.441 :  [ca3a7fb9cb41]ACK(DONE;46464,704,46464,721,17)


2020-04-21 10:20:22.450457          2020/04/21 10:20:22.450 :  [sendcmd]:[27fb0d6b1ca5]io set(3,bit124=1,bit123=0,bit122=0)

2020-04-21 10:20:22.462069          2020/04/21 10:20:22.461 :  [27fb0d6b1ca5]ACK(DONE;46464,731,46464,740,9)


2020-04-21 10:20:22.464459          2020/04/21 10:20:22.464 :  [sendcmd]:[4da19f4fc8f8]adc read(-c,nor,H,5V,10000,1,400)

2020-04-21 10:20:22.880127          2020/04/21 10:20:22.879 :  [4da19f4fc8f8]ACK(161.2013 mV;DONE;46464,745,46465,159,414)


			lower:-3; upper:10; value:1.612013
2020-04-21 10:20:22.895299   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_MODE_TO_BIG
2020-04-21 10:20:22.897303          2020/04/21 10:20:22.897 :  [sendcmd]:[6585826adf01]io set(1,bit387=0)

2020-04-21 10:20:22.927689          2020/04/21 10:20:22.927 :  [6585826adf01]ACK(DONE;46465,178,46465,206,28)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:22.937692   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: ACE_SBU_Conn_SWD
2020-04-21 10:20:22.939623          2020/04/21 10:20:22.939 :  [sendcmd]:[d1e74edae71c]io set(2,bit104=0,bit103=1)

2020-04-21 10:20:22.951586          2020/04/21 10:20:22.951 :  [d1e74edae71c]ACK(DONE;46465,220,46465,230,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:22.954939   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Power_To_VDM
2020-04-21 10:20:22.956483          2020/04/21 10:20:22.956 :  [sendcmd]:[9deede4eeb4f]io set(5,bit55=0,bit66=0,bit64=1,bit65=0,bit54=0)

2020-04-21 10:20:22.974261          2020/04/21 10:20:22.974 :  [9deede4eeb4f]ACK(DONE;46465,237,46465,253,16)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:22.984853   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_200MS_2
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.193218   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: PP5V0_TO_VDM_BOARD
2020-04-21 10:20:23.195437          2020/04/21 10:20:23.194 :  [sendcmd]:[830348fa609b]io set(1,bit98=1)

2020-04-21 10:20:23.206475          2020/04/21 10:20:23.206 :  [830348fa609b]ACK(DONE;46465,475,46465,485,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.221739   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Set_LDO_PP_5V0_ON
2020-04-21 10:20:23.223645          2020/04/21 10:20:23.223 :  [sendcmd]:[cdab29af979f]dac set(c,945)

2020-04-21 10:20:23.231268          2020/04/21 10:20:23.231 :  [cdab29af979f]ACK(DONE;46465,504,46465,510,6)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.253244   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Change_VDM_PDO_TO_2
2020-04-21 10:20:23.255222          2020/04/21 10:20:23.254 :  [sendcmd]:[5a016f7ce430]change source pdo count(2)

2020-04-21 10:20:23.279049          2020/04/21 10:20:23.278 :  [5a016f7ce430]ACK(DONE;46465,535,46465,557,22)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.292995   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Change_PDO2_TO_9V2A
2020-04-21 10:20:23.296510          2020/04/21 10:20:23.295 :  [sendcmd]:[af8369026951]change tx source voltage(2,9000,2000,PP_HVE)

2020-04-21 10:20:23.357458          2020/04/21 10:20:23.357 :  [af8369026951]ACK(DONE;46465,576,46465,636,60)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.369307   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_10MS_2
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.385925   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: USB_POWER_ON
2020-04-21 10:20:23.389256          2020/04/21 10:20:23.389 :  [sendcmd]:[78c4f6e98a6f]io set(1,bit386=1)

2020-04-21 10:20:23.411255          2020/04/21 10:20:23.411 :  [78c4f6e98a6f]ACK(DONE;46465,669,46465,690,21)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.416885   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_10MS_3
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.432499   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: PPVBUS_USB_Conn_VDM
2020-04-21 10:20:23.434008          2020/04/21 10:20:23.433 :  [sendcmd]:[caface91385f]io set(1,bit63=1)

2020-04-21 10:20:23.445814          2020/04/21 10:20:23.445 :  [caface91385f]ACK(DONE;46465,714,46465,724,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.450142   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: VBUS_to_5V
2020-04-21 10:20:23.451758          2020/04/21 10:20:23.451 :  [sendcmd]:[797ae9de977c]dac set(d,1945)

2020-04-21 10:20:23.460051          2020/04/21 10:20:23.459 :  [797ae9de977c]ACK(DONE;46465,732,46465,738,6)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:23.480953   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Start_Dock
2020-04-21 10:20:23.482526          
cmd-send: restart_dc_manager-pl
2020-04-21 10:20:24.588976          ^-^:)

			lower:; upper:; value:--PASS--NOPDCA--^-^:)
2020-04-21 10:20:24.599296   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_100mS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-21 10:20:24.704382   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Enable_DC
2020-04-21 10:20:24.706364          
cmd-send: enable_dc
2020-04-21 10:20:24.707550          
Starting application...

2020-04-21 10:20:24.707685          ^-^:)

			lower:; upper:; value:--PASS--NOPDCA--^-^:)
2020-04-21 10:20:24.722920   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_1000mS_1
