==Test: Fixture
==SubTest: Sequence_Unlock
==SubSubTest: Lume_UNLOCK
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:30.128273   PASS
==Test: Fixture
==SubTest: Channel
==SubSubTest: ID
			lower:1; upper:4; value:1
2020-04-22 14:11:32.174364   PASS
==Test: Fixture
==SubTest: Vendor_ID
==SubSubTest: Check
			lower:1; upper:2; value:1
2020-04-22 14:11:32.176484   PASS
==Test: Fixture
==SubTest: Fixture_FW
==SubSubTest: Check_ACE_FW_Mac
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:32.177909   PASS
==Test: Fixture
==SubTest: Fixture_FW
==SubSubTest: Check_ACE_FW_Xavier
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:38.165336   PASS
==Test: Fixture
==SubTest: Initialization
==SubSubTest: Reset
2020-04-22 14:11:38.167857          2020/04/22 14:11:38.167 :  [sendcmd]:[a53cfb85e9f1]dac set(d,0)
2020-04-22 14:11:39.702190          2020/04/22 14:11:39.702 :  [b18f65315da0]ACK(DONE;62571,330,62571,376,46)


2020-04-22 14:11:39.713138          2020/04/22 14:11:39.713 :  [sendcmd]:[c60a52e85a86]eload set(1,cc,0)

2020-04-22 14:11:39.737592          2020/04/22 14:11:39.737 :  [c60a52e85a86]ACK(DONE;62571,389,62571,412,23)


2020-04-22 14:11:39.749659          2020/04/22 14:11:39.749 :  [sendcmd]:[036dbe79f30f]eload disable(1)

2020-04-22 14:11:39.785595          2020/04/22 14:11:39.785 :  [036dbe79f30f]ACK(DONE;62571,426,62571,460,34)


2020-04-22 14:11:39.793632          2020/04/22 14:11:39.793 :  [sendcmd]:[cfa2b4fee86a]eload set(2,cc,0)

2020-04-22 14:11:39.817547          2020/04/22 14:11:39.817 :  [cfa2b4fee86a]ACK(DONE;62571,470,62571,492,22)


2020-04-22 14:11:39.830604          2020/04/22 14:11:39.829 :  [sendcmd]:[e495f92bfc33]eload disable(2)

2020-04-22 14:11:39.866636          2020/04/22 14:11:39.866 :  [e495f92bfc33]ACK(DONE;62571,506,62571,540,34)


2020-04-22 14:11:39.876088          2020/04/22 14:11:39.875 :  [sendcmd]:[769d9ffc25c3]io chip set(cp1=0,cp2=0,cp3=0,cp4=0,cp5=0,cp6=0,cp7=0,cp8=0,cp14=0,cp15=0,cp16=0,cp25=0)

2020-04-22 14:11:39.925694          2020/04/22 14:11:39.925 :  [769d9ffc25c3]ACK(DONE;62571,552,62571,599,47)


2020-04-22 14:11:39.932823          2020/04/22 14:11:39.932 :  [sendcmd]:[4bf275d69429]io set(3,bit85=1,bit87=0,bit86=0)

2020-04-22 14:11:39.943332          2020/04/22 14:11:39.943 :  [4bf275d69429]ACK(DONE;62571,609,62571,618,9)


2020-04-22 14:11:39.967329          2020/04/22 14:11:39.967 :  [sendcmd]:[5e78438e33b9]io set(1,bit85=0)

2020-04-22 14:11:39.978650          2020/04/22 14:11:39.978 :  [5e78438e33b9]ACK(DONE;62571,643,62571,653,10)


2020-04-22 14:11:39.991309          2020/04/22 14:11:39.991 :  [sendcmd]:[1cfdcd72ec9d]io set(3,bit100=1,bit102=0,bit101=0)

2020-04-22 14:11:40.003466          2020/04/22 14:11:40.003 :  [1cfdcd72ec9d]ACK(DONE;62571,667,62571,677,10)


2020-04-22 14:11:40.027600          2020/04/22 14:11:40.027 :  [sendcmd]:[2ad4e5e3877c]io set(1,bit100=0)

2020-04-22 14:11:40.038478          2020/04/22 14:11:40.038 :  [2ad4e5e3877c]ACK(DONE;62571,704,62571,713,9)


2020-04-22 14:11:40.052114          2020/04/22 14:11:40.051 :  [sendcmd]:[cdca37c8e8ff]oab3 io set(TX_EN,1)

2020-04-22 14:11:40.095016          2020/04/22 14:11:40.094 :  [cdca37c8e8ff]ACK(DONE;62571,728,62571,769,41)


2020-04-22 14:11:40.108839          2020/04/22 14:11:40.108 :  [sendcmd]:[f4be8ca2685f]oab3 io set(PULL_UP,0)

2020-04-22 14:11:40.151587          2020/04/22 14:11:40.151 :  [f4be8ca2685f]ACK(DONE;62571,785,62571,826,41)


2020-04-22 14:11:40.154516          2020/04/22 14:11:40.154 :  [sendcmd]:[c6c4f3809978]oab3 io set(PULL_DOWN,0)

2020-04-22 14:11:40.196280          2020/04/22 14:11:40.196 :  [c6c4f3809978]ACK(DONE;62571,831,62571,871,40)


2020-04-22 14:11:40.202543          2020/04/22 14:11:40.202 :  [sendcmd]:[2ac86cf0e0e2]change low hearder(region0)

2020-04-22 14:11:40.915697          2020/04/22 14:11:40.915 :  [2ac86cf0e0e2]ACK(DONE;62571,879,62572,591,712)


2020-04-22 14:11:40.928709          2020/04/22 14:11:40.928 :  [sendcmd]:[c348ddf90dbe]io set(1,bit390=0)

2020-04-22 14:11:40.950823          2020/04/22 14:11:40.950 :  [c348ddf90dbe]ACK(DONE;62572,605,62572,626,21)


2020-04-22 14:11:40.953990          2020/04/22 14:11:40.953 :  [sendcmd]:[4ff40fe1b212]uart pin contrl(UUT,disable)

2020-04-22 14:11:40.960062          2020/04/22 14:11:40.960 :  [4ff40fe1b212]ACK(DONE;62572,630,62572,634,4)


2020-04-22 14:11:40.967029          2020/04/22 14:11:40.966 :  [sendcmd]:[0ea761e8056c]uart pin contrl(SBELLATRIX,disable)

2020-04-22 14:11:40.972159          2020/04/22 14:11:40.971 :  [0ea761e8056c]ACK(DONE;62572,643,62572,647,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:40.980378   PASS
==Test: Fixture
==SubTest: Firmware_Check
==SubSubTest: Xavier
2020-04-22 14:11:40.982334          2020/04/22 14:11:40.982 :  [sendcmd]:[4d7fa87f6834]version(0)

2020-04-22 14:11:40.984323          2020/04/22 14:11:40.984 :  [4d7fa87f6834]ACK($
MCU Software name:ARM Board D3-J307_FCT$
,MCU Software version:5.01.07$
,Hardware name:ARM Board D3$
,Hardware version:D3.0$
,Compile time:2020-04-17 09:10:40$
,FileSystem version:v3.6.0$
,FPGA version:V00.15$
,Author:SmartGiant$
,FSBL version:v2017.4_1.0$
,Kernel version:4.9.0-xilinx$
,devicetree version:v1.0.6$
,uboot version:2017.4$
;DONE;62572,658,62572,659,1)


			lower:5.01.07; upper:5.01.07; value:5.01.07
2020-04-22 14:11:40.999739   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVBUS_USB_CONN_DISCHARGE_CONNECT
2020-04-22 14:11:41.002168          2020/04/22 14:11:41.001 :  [sendcmd]:[bf41eea56c5b]io set(1,bit99=1)

2020-04-22 14:11:41.014846          2020/04/22 14:11:41.014 :  [bf41eea56c5b]ACK(DONE;62572,678,62572,689,11)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:41.028656   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPBATT_VCC_DISCHARGE_CONNECT
2020-04-22 14:11:41.030723          2020/04/22 14:11:41.030 :  [sendcmd]:[9c62672accc0]io set(1,bit256=1)

2020-04-22 14:11:41.043592          2020/04/22 14:11:41.043 :  [9c62672accc0]ACK(DONE;62572,707,62572,718,11)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:41.056912   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_MAIN_DISCHARGE_CONNECT
2020-04-22 14:11:41.059400          2020/04/22 14:11:41.059 :  [sendcmd]:[12fe329e78db]io set(1,bit255=1)

2020-04-22 14:11:41.071790          2020/04/22 14:11:41.071 :  [12fe329e78db]ACK(DONE;62572,735,62572,747,12)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:41.084639   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_HIGH_DISCHARGE_CONNECT
2020-04-22 14:11:41.086906          2020/04/22 14:11:41.086 :  [sendcmd]:[9d8354d32531]io set(1,bit253=1)

2020-04-22 14:11:41.098863          2020/04/22 14:11:41.098 :  [9d8354d32531]ACK(DONE;62572,763,62572,772,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:41.111902   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: SPK_BST_Discharge
2020-04-22 14:11:41.114341          2020/04/22 14:11:41.114 :  [sendcmd]:[d41fed23f477]io set(1,bit227=1)

2020-04-22 14:11:41.125551          2020/04/22 14:11:41.125 :  [d41fed23f477]ACK(DONE;62572,790,62572,800,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:41.129678   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: DELAY_1000MS_After_Connect_Discharge
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.138642   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVBUS_USB_CONN_DISCHARGE_DISCONNECT
2020-04-22 14:11:42.140598          2020/04/22 14:11:42.140 :  [sendcmd]:[ec027671c51b]io set(1,bit99=0)

2020-04-22 14:11:42.152960          2020/04/22 14:11:42.152 :  [ec027671c51b]ACK(DONE;62573,817,62573,827,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.165226   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPBATT_VCC_DISCHARGE_DISCONNECT
2020-04-22 14:11:42.167477          2020/04/22 14:11:42.167 :  [sendcmd]:[d4e264b2f8a3]io set(1,bit256=0)

2020-04-22 14:11:42.178240          2020/04/22 14:11:42.178 :  [d4e264b2f8a3]ACK(DONE;62573,844,62573,853,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.182600   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_MAIN_DISCHARGE_DISCONNECT
2020-04-22 14:11:42.184446          2020/04/22 14:11:42.184 :  [sendcmd]:[b9ab70f33caa]io set(1,bit255=0)

2020-04-22 14:11:42.196414          2020/04/22 14:11:42.196 :  [b9ab70f33caa]ACK(DONE;62573,861,62573,870,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.208912   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_HIGH_DISCHARGE_DISCONNECT
2020-04-22 14:11:42.211193          2020/04/22 14:11:42.211 :  [sendcmd]:[f652b3525051]io set(1,bit253=0)

2020-04-22 14:11:42.222140          2020/04/22 14:11:42.222 :  [f652b3525051]ACK(DONE;62573,887,62573,897,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.226305   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: SPK_BST_Discharge_Disable
2020-04-22 14:11:42.228230          2020/04/22 14:11:42.228 :  [sendcmd]:[ee0b37270beb]io set(1,bit227=0)

2020-04-22 14:11:42.239273          2020/04/22 14:11:42.239 :  [ee0b37270beb]ACK(DONE;62573,904,62573,914,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.243598   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: UUT_UART_ENABLE
2020-04-22 14:11:42.245679          2020/04/22 14:11:42.245 :  [sendcmd]:[d3882bd87577]uart pin contrl(UUT,enable)

2020-04-22 14:11:42.250918          2020/04/22 14:11:42.250 :  [d3882bd87577]ACK(DONE;62573,922,62573,926,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.261412   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: Bellatrix_UART_ENABLE
2020-04-22 14:11:42.263528          2020/04/22 14:11:42.263 :  [sendcmd]:[0546cda1f367]uart pin contrl(SBELLATRIX,enable)

2020-04-22 14:11:42.269236          2020/04/22 14:11:42.269 :  [0546cda1f367]ACK(DONE;62573,939,62573,943,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.277267   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_POWER_ON
2020-04-22 14:11:42.279329          2020/04/22 14:11:42.279 :  [sendcmd]:[a7f76941a61c]io set(1,bit388=1)

2020-04-22 14:11:42.312401          2020/04/22 14:11:42.312 :  [a7f76941a61c]ACK(DONE;62573,955,62573,986,31)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.326400   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: DELAY_10MS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.342025   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: VBATT_SET_4V3
2020-04-22 14:11:42.343834          2020/04/22 14:11:42.343 :  [sendcmd]:[9b710d8c4537]dac set(a,4300)

2020-04-22 14:11:42.352290          2020/04/22 14:11:42.352 :  [9b710d8c4537]ACK(DONE;62574,20,62574,27,7)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.371455   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_MODE_TO_SMALL
2020-04-22 14:11:42.374673          2020/04/22 14:11:42.374 :  [sendcmd]:[ddadd73cdab2]io set(1,bit387=1)

2020-04-22 14:11:42.398376          2020/04/22 14:11:42.398 :  [ddadd73cdab2]ACK(DONE;62574,51,62574,73,22)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:42.403247   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: PPBATT_VCC_FB
2020-04-22 14:11:42.405803          2020/04/22 14:11:42.405 :  [sendcmd]:[5c55aeed0b77]io set(5,bit41=1,bit30=1,bit124=0,bit123=0,bit122=0)

2020-04-22 14:11:42.430436          2020/04/22 14:11:42.430 :  [5c55aeed0b77]ACK(DONE;62574,82,62574,105,23)


2020-04-22 14:11:42.440921          2020/04/22 14:11:42.440 :  [sendcmd]:[b70f66d338ed]io set(3,bit45=1,bit126=0,bit125=0)

2020-04-22 14:11:42.461255          2020/04/22 14:11:42.461 :  [b70f66d338ed]ACK(DONE;62574,117,62574,135,18)


2020-04-22 14:11:42.471038          2020/04/22 14:11:42.470 :  [sendcmd]:[46d440a3c457]adc read(-c,nor,G,5V,10000,1,70)

2020-04-22 14:11:42.558947          2020/04/22 14:11:42.558 :  [46d440a3c457]ACK(4299.5302 mV;DONE;62574,147,62574,233,86)


			lower:4250; upper:4350; value:4299.805
2020-04-22 14:11:42.565506   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_RESET_CURRENT
2020-04-22 14:11:42.567364          2020/04/22 14:11:42.567 :  [sendcmd]:[0b31ed2980ef]io set(2,bit41=0,bit387=1)

2020-04-22 14:11:42.596066          2020/04/22 14:11:42.596 :  [0b31ed2980ef]ACK(DONE;62574,243,62574,270,27)


2020-04-22 14:11:42.602922          2020/04/22 14:11:42.602 :  [sendcmd]:[2573c168b4e5]io set(3,bit45=0,bit126=0,bit125=1)

2020-04-22 14:11:42.620029          2020/04/22 14:11:42.619 :  [2573c168b4e5]ACK(DONE;62574,279,62574,295,16)


2020-04-22 14:11:42.627282          2020/04/22 14:11:42.627 :  [sendcmd]:[6012459a7600]io set(3,bit124=1,bit123=0,bit122=0)

2020-04-22 14:11:42.637951          2020/04/22 14:11:42.637 :  [6012459a7600]ACK(DONE;62574,303,62574,313,10)


2020-04-22 14:11:42.652151          2020/04/22 14:11:42.651 :  [sendcmd]:[11590188aa3f]adc read(-c,nor,H,5V,10000,1,400)

2020-04-22 14:11:43.070084          2020/04/22 14:11:43.070 :  [11590188aa3f]ACK(243.3303 mV;DONE;62574,328,62574,744,416)


			lower:-3; upper:10; value:2.433303
2020-04-22 14:11:43.084690   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: DELAY_1000MS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.089681   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_RESET_CURRENT_D1sec
2020-04-22 14:11:44.091513          2020/04/22 14:11:44.091 :  [sendcmd]:[a48bf81a541f]io set(2,bit41=0,bit387=1)

2020-04-22 14:11:44.120727          2020/04/22 14:11:44.120 :  [a48bf81a541f]ACK(DONE;62575,768,62575,796,28)


2020-04-22 14:11:44.127508          2020/04/22 14:11:44.127 :  [sendcmd]:[1601c1385283]io set(3,bit45=0,bit126=0,bit125=1)

2020-04-22 14:11:44.145839          2020/04/22 14:11:44.145 :  [1601c1385283]ACK(DONE;62575,803,62575,819,16)


2020-04-22 14:11:44.150235          2020/04/22 14:11:44.150 :  [sendcmd]:[11c051a0277d]io set(3,bit124=1,bit123=0,bit122=0)

2020-04-22 14:11:44.162021          2020/04/22 14:11:44.161 :  [11c051a0277d]ACK(DONE;62575,826,62575,836,10)


2020-04-22 14:11:44.174780          2020/04/22 14:11:44.174 :  [sendcmd]:[1f2ab43ad2fa]adc read(-c,nor,H,5V,10000,1,400)

2020-04-22 14:11:44.591060          2020/04/22 14:11:44.591 :  [1f2ab43ad2fa]ACK(135.8616 mV;DONE;62575,851,62576,266,415)


			lower:-3; upper:10; value:1.358616
2020-04-22 14:11:44.597820   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_MODE_TO_BIG
2020-04-22 14:11:44.599280          2020/04/22 14:11:44.598 :  [sendcmd]:[17396b0df21d]io set(1,bit387=0)

2020-04-22 14:11:44.622031          2020/04/22 14:11:44.621 :  [17396b0df21d]ACK(DONE;62576,275,62576,296,21)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.634254   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: ACE_SBU_Conn_SWD
2020-04-22 14:11:44.636993          2020/04/22 14:11:44.636 :  [sendcmd]:[37cf6b9696ee]io set(2,bit104=0,bit103=1)

2020-04-22 14:11:44.648517          2020/04/22 14:11:44.648 :  [37cf6b9696ee]ACK(DONE;62576,312,62576,322,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.652342   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Power_To_VDM
2020-04-22 14:11:44.654392          2020/04/22 14:11:44.654 :  [sendcmd]:[4a349aa334f0]io set(5,bit55=0,bit66=0,bit64=1,bit65=0,bit54=0)

2020-04-22 14:11:44.672152          2020/04/22 14:11:44.672 :  [4a349aa334f0]ACK(DONE;62576,330,62576,347,17)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.681991   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_200MS_2
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.887584   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: PP5V0_TO_VDM_BOARD
2020-04-22 14:11:44.890740          2020/04/22 14:11:44.890 :  [sendcmd]:[d8bd0f891de5]io set(1,bit98=1)

2020-04-22 14:11:44.902451          2020/04/22 14:11:44.902 :  [d8bd0f891de5]ACK(DONE;62576,567,62576,576,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.906009   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Set_LDO_PP_5V0_ON
2020-04-22 14:11:44.910115          2020/04/22 14:11:44.909 :  [sendcmd]:[caaa08442bcb]dac set(c,945)

2020-04-22 14:11:44.918693          2020/04/22 14:11:44.917 :  [caaa08442bcb]ACK(DONE;62576,586,62576,592,6)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.937999   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Change_VDM_PDO_TO_2
2020-04-22 14:11:44.941333          2020/04/22 14:11:44.941 :  [sendcmd]:[8aa6e9b7b98d]change source pdo count(2)

2020-04-22 14:11:44.965555          2020/04/22 14:11:44.965 :  [8aa6e9b7b98d]ACK(DONE;62576,617,62576,640,23)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:44.977230   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Change_PDO2_TO_9V2A
2020-04-22 14:11:44.983049          2020/04/22 14:11:44.979 :  [sendcmd]:[e2aeeb460fdd]change tx source voltage(2,9000,2000,PP_HVE)

2020-04-22 14:11:45.041242          2020/04/22 14:11:45.041 :  [e2aeeb460fdd]ACK(DONE;62576,656,62576,716,60)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:45.054614   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_10MS_2
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:45.073057   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: USB_POWER_ON
2020-04-22 14:11:45.078236          2020/04/22 14:11:45.077 :  [sendcmd]:[9119e9439171]io set(1,bit386=1)

2020-04-22 14:11:45.099372          2020/04/22 14:11:45.099 :  [9119e9439171]ACK(DONE;62576,754,62576,775,21)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:45.105397   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_10MS_3
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:45.119471   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: PPVBUS_USB_Conn_VDM
2020-04-22 14:11:45.122202          2020/04/22 14:11:45.121 :  [sendcmd]:[b152b6764401]io set(1,bit63=1)

2020-04-22 14:11:45.132386          2020/04/22 14:11:45.132 :  [b152b6764401]ACK(DONE;62576,798,62576,807,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:45.136435   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: VBUS_to_5V
2020-04-22 14:11:45.138866          2020/04/22 14:11:45.138 :  [sendcmd]:[0acda99aaf3c]dac set(d,1945)

2020-04-22 14:11:45.147958          2020/04/22 14:11:45.147 :  [0acda99aaf3c]ACK(DONE;62576,815,62576,822,7)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:45.166611   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Start_Dock
2020-04-22 14:11:45.169582          
cmd-send: restart_dc_manager-pl
2020-04-22 14:11:46.288927          ^-^:)

			lower:; upper:; value:--PASS--NOPDCA--^-^:)
2020-04-22 14:11:46.301383   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_100mS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 14:11:46.407328   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Enable_DC
2020-04-22 14:11:46.409541          
cmd-send: enable_dc
2020-04-22 14:11:46.410740          
Starting application...

2020-04-22 14:11:46.410819          ^-^:)

			lower:; upper:; value:--PASS--NOPDCA--^-^:)
2020-04-22 14:11:46.422239   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_1000mS_1
