==Test: Fixture
==SubTest: Sequence_Unlock
==SubSubTest: Lume_UNLOCK
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:50:54.246328   PASS
==Test: Fixture
==SubTest: Channel
==SubSubTest: ID
			lower:1; upper:4; value:1
2020-04-22 13:50:58.315939   PASS
==Test: Fixture
==SubTest: Vendor_ID
==SubSubTest: Check
			lower:1; upper:2; value:1
2020-04-22 13:50:58.317862   PASS
==Test: Fixture
==SubTest: Fixture_FW
==SubSubTest: Check_ACE_FW_Mac
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:50:58.319030   PASS
==Test: Fixture
==SubTest: Fixture_FW
==SubSubTest: Check_ACE_FW_Xavier
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:07.798917   PASS
==Test: Fixture
==SubTest: Initialization
==SubSubTest: Reset
2020-04-22 13:51:07.801491          2020/04/22 13:51:07.801 :  [sendcmd]:[6a66473f0dec]dac set(d,0)
2020-04-22 13:51:09.413854          2020/04/22 13:51:09.413 :  [ecb21d4b821d]ACK(DONE;61341,47,61341,94,47)


2020-04-22 13:51:09.423242          2020/04/22 13:51:09.423 :  [sendcmd]:[a959e5fb9c07]eload set(2,cc,0)

2020-04-22 13:51:09.447929          2020/04/22 13:51:09.447 :  [a959e5fb9c07]ACK(DONE;61341,104,61341,127,23)


2020-04-22 13:51:09.456456          2020/04/22 13:51:09.456 :  [sendcmd]:[dc6cc8299806]eload disable(2)

2020-04-22 13:51:09.492269          2020/04/22 13:51:09.492 :  [dc6cc8299806]ACK(DONE;61341,137,61341,172,35)


2020-04-22 13:51:09.503480          2020/04/22 13:51:09.503 :  [sendcmd]:[41d3c74aa4d3]io chip set(cp1=0,cp2=0,cp3=0,cp4=0,cp5=0,cp6=0,cp7=0,cp8=0,cp14=0,cp15=0,cp16=0,cp25=0)

2020-04-22 13:51:09.551880          2020/04/22 13:51:09.551 :  [41d3c74aa4d3]ACK(DONE;61341,184,61341,231,47)


2020-04-22 13:51:09.563398          2020/04/22 13:51:09.563 :  [sendcmd]:[d3737cd65487]io set(3,bit85=1,bit87=0,bit86=0)

2020-04-22 13:51:09.576868          2020/04/22 13:51:09.576 :  [d3737cd65487]ACK(DONE;61341,244,61341,255,11)


2020-04-22 13:51:09.597750          2020/04/22 13:51:09.597 :  [sendcmd]:[00d0af69e8d3]io set(1,bit85=0)

2020-04-22 13:51:09.608991          2020/04/22 13:51:09.608 :  [00d0af69e8d3]ACK(DONE;61341,278,61341,288,10)


2020-04-22 13:51:09.622777          2020/04/22 13:51:09.622 :  [sendcmd]:[14e2bbc24db0]io set(3,bit100=1,bit102=0,bit101=0)

2020-04-22 13:51:09.634370          2020/04/22 13:51:09.634 :  [14e2bbc24db0]ACK(DONE;61341,303,61341,313,10)


2020-04-22 13:51:09.657095          2020/04/22 13:51:09.656 :  [sendcmd]:[de41f5a7be52]io set(1,bit100=0)

2020-04-22 13:51:09.668927          2020/04/22 13:51:09.668 :  [de41f5a7be52]ACK(DONE;61341,338,61341,347,9)


2020-04-22 13:51:09.693732          2020/04/22 13:51:09.693 :  [sendcmd]:[1c28e190fcc9]oab3 io set(TX_EN,1)

2020-04-22 13:51:09.737024          2020/04/22 13:51:09.736 :  [1c28e190fcc9]ACK(DONE;61341,374,61341,414,40)


2020-04-22 13:51:09.740578          2020/04/22 13:51:09.740 :  [sendcmd]:[6124ce0e6928]oab3 io set(PULL_UP,0)

2020-04-22 13:51:09.784550          2020/04/22 13:51:09.784 :  [6124ce0e6928]ACK(DONE;61341,421,61341,463,42)


2020-04-22 13:51:09.787587          2020/04/22 13:51:09.787 :  [sendcmd]:[38d9163f767b]oab3 io set(PULL_DOWN,0)

2020-04-22 13:51:09.830868          2020/04/22 13:51:09.830 :  [38d9163f767b]ACK(DONE;61341,468,61341,509,41)


2020-04-22 13:51:09.836175          2020/04/22 13:51:09.836 :  [sendcmd]:[2495bcc77d6f]change low hearder(region0)

2020-04-22 13:51:10.548933          2020/04/22 13:51:10.548 :  [2495bcc77d6f]ACK(DONE;61341,517,61342,228,711)


2020-04-22 13:51:10.552783          2020/04/22 13:51:10.552 :  [sendcmd]:[8a9e4ab05840]io set(1,bit390=0)

2020-04-22 13:51:10.576657          2020/04/22 13:51:10.576 :  [8a9e4ab05840]ACK(DONE;61342,233,61342,255,22)


2020-04-22 13:51:10.587329          2020/04/22 13:51:10.587 :  [sendcmd]:[80055cf0d723]uart pin contrl(UUT,disable)

2020-04-22 13:51:10.592270          2020/04/22 13:51:10.592 :  [80055cf0d723]ACK(DONE;61342,268,61342,272,4)


2020-04-22 13:51:10.599389          2020/04/22 13:51:10.599 :  [sendcmd]:[4b14f757f01a]uart pin contrl(SBELLATRIX,disable)

2020-04-22 13:51:10.604581          2020/04/22 13:51:10.604 :  [4b14f757f01a]ACK(DONE;61342,280,61342,284,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:10.612790   PASS
==Test: Fixture
==SubTest: Firmware_Check
==SubSubTest: Xavier
2020-04-22 13:51:10.614883          2020/04/22 13:51:10.614 :  [sendcmd]:[b6b9f50fbe01]version(0)

2020-04-22 13:51:10.618000          2020/04/22 13:51:10.617 :  [b6b9f50fbe01]ACK($
MCU Software name:ARM Board D3-J307_FCT$
,MCU Software version:5.01.07$
,Hardware name:ARM Board D3$
,Hardware version:D3.0$
,Compile time:2020-04-17 09:10:40$
,FileSystem version:v3.6.0$
,FPGA version:V00.15$
,Author:SmartGiant$
,FSBL version:v2017.4_1.0$
,Kernel version:4.9.0-xilinx$
,devicetree version:v1.0.6$
,uboot version:2017.4$
;DONE;61342,296,61342,296,0)


			lower:5.01.07; upper:5.01.07; value:5.01.07
2020-04-22 13:51:10.630035   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVBUS_USB_CONN_DISCHARGE_CONNECT
2020-04-22 13:51:10.631428          2020/04/22 13:51:10.631 :  [sendcmd]:[dc3b85c3c1c7]io set(1,bit99=1)

2020-04-22 13:51:10.643270          2020/04/22 13:51:10.642 :  [dc3b85c3c1c7]ACK(DONE;61342,312,61342,322,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:10.646639   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPBATT_VCC_DISCHARGE_CONNECT
2020-04-22 13:51:10.648330          2020/04/22 13:51:10.648 :  [sendcmd]:[009b7b1b9f93]io set(1,bit256=1)

2020-04-22 13:51:10.659379          2020/04/22 13:51:10.659 :  [009b7b1b9f93]ACK(DONE;61342,329,61342,338,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:10.663539   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_MAIN_DISCHARGE_CONNECT
2020-04-22 13:51:10.665272          2020/04/22 13:51:10.665 :  [sendcmd]:[30f9a61737fb]io set(1,bit255=1)

2020-04-22 13:51:10.676517          2020/04/22 13:51:10.676 :  [30f9a61737fb]ACK(DONE;61342,346,61342,355,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:10.680650   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_HIGH_DISCHARGE_CONNECT
2020-04-22 13:51:10.682329          2020/04/22 13:51:10.682 :  [sendcmd]:[92d45915f9d8]io set(1,bit253=1)

2020-04-22 13:51:10.693257          2020/04/22 13:51:10.693 :  [92d45915f9d8]ACK(DONE;61342,363,61342,373,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:10.697567   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: SPK_BST_Discharge
2020-04-22 13:51:10.699794          2020/04/22 13:51:10.699 :  [sendcmd]:[c2f716130004]io set(1,bit227=1)

2020-04-22 13:51:10.711465          2020/04/22 13:51:10.711 :  [c2f716130004]ACK(DONE;61342,381,61342,390,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:10.725444   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: DELAY_1000MS_After_Connect_Discharge
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.730392   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVBUS_USB_CONN_DISCHARGE_DISCONNECT
2020-04-22 13:51:11.732038          2020/04/22 13:51:11.732 :  [sendcmd]:[ec1743597afa]io set(1,bit99=0)

2020-04-22 13:51:11.743641          2020/04/22 13:51:11.743 :  [ec1743597afa]ACK(DONE;61343,413,61343,423,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.757423   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPBATT_VCC_DISCHARGE_DISCONNECT
2020-04-22 13:51:11.759523          2020/04/22 13:51:11.759 :  [sendcmd]:[fad05fff431f]io set(1,bit256=0)

2020-04-22 13:51:11.771239          2020/04/22 13:51:11.771 :  [fad05fff431f]ACK(DONE;61343,440,61343,450,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.774866   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_MAIN_DISCHARGE_DISCONNECT
2020-04-22 13:51:11.776510          2020/04/22 13:51:11.776 :  [sendcmd]:[25d395d576b1]io set(1,bit255=0)

2020-04-22 13:51:11.788292          2020/04/22 13:51:11.788 :  [25d395d576b1]ACK(DONE;61343,457,61343,467,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.792103   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: PPVCC_HIGH_DISCHARGE_DISCONNECT
2020-04-22 13:51:11.794811          2020/04/22 13:51:11.794 :  [sendcmd]:[1134015c34fb]io set(1,bit253=0)

2020-04-22 13:51:11.807478          2020/04/22 13:51:11.807 :  [1134015c34fb]ACK(DONE;61343,475,61343,486,11)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.820539   PASS
==Test: Power
==SubTest: Rail_Discharge-Initial
==SubSubTest: SPK_BST_Discharge_Disable
2020-04-22 13:51:11.823055          2020/04/22 13:51:11.823 :  [sendcmd]:[d9f10430c4ba]io set(1,bit227=0)

2020-04-22 13:51:11.835555          2020/04/22 13:51:11.835 :  [d9f10430c4ba]ACK(DONE;61343,504,61343,514,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.847413   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: UUT_UART_ENABLE
2020-04-22 13:51:11.849995          2020/04/22 13:51:11.849 :  [sendcmd]:[446fd75e8503]uart pin contrl(UUT,enable)

2020-04-22 13:51:11.855547          2020/04/22 13:51:11.855 :  [446fd75e8503]ACK(DONE;61343,531,61343,534,3)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.863352   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: Bellatrix_UART_ENABLE
2020-04-22 13:51:11.865661          2020/04/22 13:51:11.865 :  [sendcmd]:[def76512b919]uart pin contrl(SBELLATRIX,enable)

2020-04-22 13:51:11.871752          2020/04/22 13:51:11.871 :  [def76512b919]ACK(DONE;61343,546,61343,550,4)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.881080   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_POWER_ON
2020-04-22 13:51:11.883303          2020/04/22 13:51:11.883 :  [sendcmd]:[793815dcf846]io set(1,bit388=1)

2020-04-22 13:51:11.906074          2020/04/22 13:51:11.905 :  [793815dcf846]ACK(DONE;61343,564,61343,585,21)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.918169   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: DELAY_10MS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.932494   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: VBATT_SET_4V3
2020-04-22 13:51:11.934756          2020/04/22 13:51:11.934 :  [sendcmd]:[b922694ad0d9]dac set(a,4300)

2020-04-22 13:51:11.942991          2020/04/22 13:51:11.942 :  [b922694ad0d9]ACK(DONE;61343,616,61343,622,6)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.961208   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_MODE_TO_SMALL
2020-04-22 13:51:11.963946          2020/04/22 13:51:11.963 :  [sendcmd]:[65863d653221]io set(1,bit387=1)

2020-04-22 13:51:11.986205          2020/04/22 13:51:11.986 :  [65863d653221]ACK(DONE;61343,645,61343,665,20)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:11.999350   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: PPBATT_VCC_FB
2020-04-22 13:51:12.002010          2020/04/22 13:51:12.001 :  [sendcmd]:[4517167bd976]io set(5,bit41=1,bit30=1,bit124=0,bit123=0,bit122=0)

2020-04-22 13:51:12.026009          2020/04/22 13:51:12.025 :  [4517167bd976]ACK(DONE;61343,683,61343,705,22)


2020-04-22 13:51:12.038078          2020/04/22 13:51:12.037 :  [sendcmd]:[62068af999de]io set(3,bit45=1,bit126=0,bit125=0)

2020-04-22 13:51:12.056488          2020/04/22 13:51:12.056 :  [62068af999de]ACK(DONE;61343,719,61343,735,16)


2020-04-22 13:51:12.068467          2020/04/22 13:51:12.068 :  [sendcmd]:[6fc57920df1a]adc read(-c,nor,G,5V,10000,1,70)

2020-04-22 13:51:12.155722          2020/04/22 13:51:12.155 :  [6fc57920df1a]ACK(4299.548 mV;DONE;61343,749,61343,834,85)


			lower:4250; upper:4350; value:4299.822
2020-04-22 13:51:12.160170   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_RESET_CURRENT
2020-04-22 13:51:12.162099          2020/04/22 13:51:12.162 :  [sendcmd]:[a58d54f280f6]io set(2,bit41=0,bit387=1)

2020-04-22 13:51:12.190543          2020/04/22 13:51:12.190 :  [a58d54f280f6]ACK(DONE;61343,843,61343,870,27)


2020-04-22 13:51:12.196091          2020/04/22 13:51:12.196 :  [sendcmd]:[a41023a41222]io set(3,bit45=0,bit126=0,bit125=1)

2020-04-22 13:51:12.213157          2020/04/22 13:51:12.213 :  [a41023a41222]ACK(DONE;61343,877,61343,893,16)


2020-04-22 13:51:12.218948          2020/04/22 13:51:12.218 :  [sendcmd]:[6b67f0588be3]io set(3,bit124=1,bit123=0,bit122=0)

2020-04-22 13:51:12.231537          2020/04/22 13:51:12.231 :  [6b67f0588be3]ACK(DONE;61343,899,61343,910,11)


2020-04-22 13:51:12.243693          2020/04/22 13:51:12.243 :  [sendcmd]:[b68d7dd10abd]adc read(-c,nor,H,5V,10000,1,400)

2020-04-22 13:51:12.660204          2020/04/22 13:51:12.660 :  [b68d7dd10abd]ACK(248.92 mV;DONE;61343,924,61344,339,415)


			lower:-3; upper:10; value:2.4892
2020-04-22 13:51:12.667507   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: DELAY_1000MS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:13.670067   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_RESET_CURRENT_D1sec
2020-04-22 13:51:13.672156          2020/04/22 13:51:13.672 :  [sendcmd]:[15469e1a951f]io set(2,bit41=0,bit387=1)

2020-04-22 13:51:13.702281          2020/04/22 13:51:13.702 :  [15469e1a951f]ACK(DONE;61345,353,61345,381,28)


2020-04-22 13:51:13.706966          2020/04/22 13:51:13.706 :  [sendcmd]:[7fc4517e904e]io set(3,bit45=0,bit126=0,bit125=1)

2020-04-22 13:51:13.724594          2020/04/22 13:51:13.724 :  [7fc4517e904e]ACK(DONE;61345,387,61345,404,17)


2020-04-22 13:51:13.733134          2020/04/22 13:51:13.733 :  [sendcmd]:[4474f13f3cda]io set(3,bit124=1,bit123=0,bit122=0)

2020-04-22 13:51:13.744805          2020/04/22 13:51:13.744 :  [4474f13f3cda]ACK(DONE;61345,414,61345,423,9)


2020-04-22 13:51:13.755754          2020/04/22 13:51:13.755 :  [sendcmd]:[23a6fffb85cc]adc read(-c,nor,H,5V,10000,1,400)

2020-04-22 13:51:14.171472          2020/04/22 13:51:14.171 :  [23a6fffb85cc]ACK(157.7339 mV;DONE;61345,436,61345,851,415)


			lower:-3; upper:10; value:1.577339
2020-04-22 13:51:14.183907   PASS
==Test: System
==SubTest: Short_Check-Initial_VBAT4V3
==SubSubTest: BATT_MODE_TO_BIG
2020-04-22 13:51:14.185251          2020/04/22 13:51:14.185 :  [sendcmd]:[8de7df7bac85]io set(1,bit387=0)

2020-04-22 13:51:14.206754          2020/04/22 13:51:14.206 :  [8de7df7bac85]ACK(DONE;61345,866,61345,886,20)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.213137   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: ACE_SBU_Conn_SWD
2020-04-22 13:51:14.215205          2020/04/22 13:51:14.215 :  [sendcmd]:[86040a4a76b4]io set(2,bit104=0,bit103=1)

2020-04-22 13:51:14.226618          2020/04/22 13:51:14.226 :  [86040a4a76b4]ACK(DONE;61345,896,61345,905,9)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.231030   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Power_To_VDM
2020-04-22 13:51:14.233017          2020/04/22 13:51:14.233 :  [sendcmd]:[41a6d129b1b7]io set(5,bit55=0,bit66=0,bit64=1,bit65=0,bit54=0)

2020-04-22 13:51:14.250412          2020/04/22 13:51:14.250 :  [41a6d129b1b7]ACK(DONE;61345,914,61345,930,16)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.259991   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_200MS_2
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.467474   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: PP5V0_TO_VDM_BOARD
2020-04-22 13:51:14.469424          2020/04/22 13:51:14.469 :  [sendcmd]:[b068ede42cdc]io set(1,bit98=1)

2020-04-22 13:51:14.482446          2020/04/22 13:51:14.482 :  [b068ede42cdc]ACK(DONE;61346,150,61346,161,11)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.494707   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Set_LDO_PP_5V0_ON
2020-04-22 13:51:14.496859          2020/04/22 13:51:14.496 :  [sendcmd]:[ad2c9a13fbe0]dac set(c,945)

2020-04-22 13:51:14.504518          2020/04/22 13:51:14.504 :  [ad2c9a13fbe0]ACK(DONE;61346,177,61346,184,7)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.522547   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Change_VDM_PDO_TO_2
2020-04-22 13:51:14.524626          2020/04/22 13:51:14.524 :  [sendcmd]:[bb565f787cb5]change source pdo count(2)

2020-04-22 13:51:14.549467          2020/04/22 13:51:14.549 :  [bb565f787cb5]ACK(DONE;61346,205,61346,228,23)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.563609   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Change_PDO2_TO_9V2A
2020-04-22 13:51:14.565526          2020/04/22 13:51:14.565 :  [sendcmd]:[84b9d0c00ce2]change tx source voltage(2,9000,2000,PP_HVE)

2020-04-22 13:51:14.631098          2020/04/22 13:51:14.631 :  [84b9d0c00ce2]ACK(DONE;61346,246,61346,310,64)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.642581   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_10MS_2
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.656693   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: USB_POWER_ON
2020-04-22 13:51:14.658972          2020/04/22 13:51:14.658 :  [sendcmd]:[2d2f555cc887]io set(1,bit386=1)

2020-04-22 13:51:14.684447          2020/04/22 13:51:14.684 :  [2d2f555cc887]ACK(DONE;61346,340,61346,364,24)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.696897   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_10MS_3
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.712479   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: PPVBUS_USB_Conn_VDM
2020-04-22 13:51:14.714928          2020/04/22 13:51:14.714 :  [sendcmd]:[83804e008aaa]io set(1,bit63=1)

2020-04-22 13:51:14.726313          2020/04/22 13:51:14.726 :  [83804e008aaa]ACK(DONE;61346,395,61346,405,10)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.739201   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: VBUS_to_5V
2020-04-22 13:51:14.741004          2020/04/22 13:51:14.741 :  [sendcmd]:[5a9a8c038288]dac set(d,1945)

2020-04-22 13:51:14.749462          2020/04/22 13:51:14.749 :  [5a9a8c038288]ACK(DONE;61346,422,61346,428,6)


			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:14.766003   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Start_Dock
2020-04-22 13:51:14.768560          
cmd-send: restart_dc_manager-pl
2020-04-22 13:51:15.878192          ^-^:)

			lower:; upper:; value:--PASS--NOPDCA--^-^:)
2020-04-22 13:51:15.889520   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_100mS_1
			lower:; upper:; value:--PASS--NOPDCA
2020-04-22 13:51:15.997546   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: Enable_DC
2020-04-22 13:51:15.999745          
cmd-send: enable_dc
2020-04-22 13:51:16.000642          ^-^:)

2020-04-22 13:51:16.002243          
Starting application...

			lower:; upper:; value:--PASS--NOPDCA--^-^:)
2020-04-22 13:51:16.012700   PASS
==Test: System
==SubTest: Power_Up_Seq
==SubSubTest: DELAY_1000mS_1
2020-04-22 13:51:16.051271          enable Dock Channels

			lower:; upper:; value:--PASS--NOPDCA
